data-rescaled\celeb-synthesis-144p\id12_id10_0002_144p.mp4,2.139466524,,1.836936441
data-rescaled\celeb-synthesis-144p\id12_id10_0004_144p.mp4,1.457154512,,
data-rescaled\celeb-synthesis-144p\id12_id7_0002_144p.mp4,2.454229593,,
data-rescaled\celeb-synthesis-144p\id12_id7_0004_144p.mp4,1.576435804,,
data-rescaled\celeb-synthesis-144p\id17_id0_0005_144p.mp4,1.378253698,,
data-rescaled\celeb-synthesis-144p\id17_id0_0006_144p.mp4,0.856779575,,
data-rescaled\celeb-synthesis-144p\id17_id0_0007_144p.mp4,1.176183462,,
data-rescaled\celeb-synthesis-144p\id17_id0_0009_144p.mp4,1.227931023,,
data-rescaled\celeb-synthesis-144p\id17_id16_0005_144p.mp4,1.350229263,,
data-rescaled\celeb-synthesis-144p\id17_id16_0006_144p.mp4,0.88180232,,
data-rescaled\celeb-synthesis-144p\id17_id16_0007_144p.mp4,1.211102486,,
data-rescaled\celeb-synthesis-144p\id17_id16_0009_144p.mp4,1.244132519,,
data-rescaled\celeb-synthesis-144p\id17_id1_0005_144p.mp4,1.331848145,,
data-rescaled\celeb-synthesis-144p\id17_id1_0006_144p.mp4,0.846660137,,
data-rescaled\celeb-synthesis-144p\id17_id1_0007_144p.mp4,1.165810585,,
data-rescaled\celeb-synthesis-144p\id19_id20_0009_144p.mp4,2.510284185,,
data-rescaled\celeb-synthesis-144p\id19_id21_0009_144p.mp4,2.722989321,,
data-rescaled\celeb-synthesis-144p\id19_id22_0009_144p.mp4,2.354148865,,
data-rescaled\celeb-synthesis-144p\id19_id23_0009_144p.mp4,2.26405549,,
data-rescaled\celeb-synthesis-144p\id19_id24_0009_144p.mp4,2.52429533,,
data-rescaled\celeb-synthesis-144p\id19_id25_0009_144p.mp4,2.392177105,,
data-rescaled\celeb-synthesis-144p\id19_id26_0009_144p.mp4,2.405350447,,
data-rescaled\celeb-synthesis-144p\id19_id27_0009_144p.mp4,2.395595074,,
data-rescaled\celeb-synthesis-144p\id19_id28_0009_144p.mp4,2.76540637,,
data-rescaled\celeb-synthesis-144p\id20_id0_0000_144p.mp4,1.306506157,,
data-rescaled\celeb-synthesis-144p\id20_id0_0001_144p.mp4,1.407283545,,
data-rescaled\celeb-synthesis-144p\id20_id16_0000_144p.mp4,1.25841403,,
data-rescaled\celeb-synthesis-144p\id20_id16_0001_144p.mp4,1.365216017,,
data-rescaled\celeb-synthesis-144p\id20_id17_0000_144p.mp4,1.29039526,,
data-rescaled\celeb-synthesis-144p\id20_id17_0001_144p.mp4,1.327693939,,
data-rescaled\celeb-synthesis-144p\id21_id0_0000_144p.mp4,0.972887039,,
data-rescaled\celeb-synthesis-144p\id21_id0_0002_144p.mp4,1.570937872,,
data-rescaled\celeb-synthesis-144p\id21_id0_0004_144p.mp4,1.982363224,,
data-rescaled\celeb-synthesis-144p\id21_id0_0005_144p.mp4,0.677616835,,
data-rescaled\celeb-synthesis-144p\id21_id0_0006_144p.mp4,3.301665068,,
data-rescaled\celeb-synthesis-144p\id21_id0_0007_144p.mp4,1.296418905,,
data-rescaled\celeb-synthesis-144p\id21_id16_0000_144p.mp4,0.941438437,,
data-rescaled\celeb-synthesis-144p\id21_id16_0001_144p.mp4,1.096482515,,
data-rescaled\celeb-synthesis-144p\id21_id16_0002_144p.mp4,1.552973509,,
data-rescaled\celeb-synthesis-144p\id21_id16_0004_144p.mp4,1.960594893,,
data-rescaled\celeb-synthesis-144p\id21_id16_0005_144p.mp4,0.663182497,,
data-rescaled\celeb-synthesis-144p\id21_id16_0006_144p.mp4,2.869403601,,
data-rescaled\celeb-synthesis-144p\id21_id16_0007_144p.mp4,1.255402803,,
data-rescaled\celeb-synthesis-144p\id21_id17_0000_144p.mp4,0.94384408,,
data-rescaled\celeb-synthesis-144p\id21_id17_0001_144p.mp4,1.133025169,,
data-rescaled\celeb-synthesis-144p\id22_id19_0001_144p.mp4,1.789196253,,
data-rescaled\celeb-synthesis-144p\id22_id19_0002_144p.mp4,1.223366022,,
data-rescaled\celeb-synthesis-144p\id22_id19_0004_144p.mp4,1.278164148,,
data-rescaled\celeb-synthesis-144p\id22_id19_0005_144p.mp4,1.458129406,,
data-rescaled\celeb-synthesis-144p\id22_id19_0006_144p.mp4,1.381082058,,
data-rescaled\celeb-synthesis-144p\id22_id19_0009_144p.mp4,1.342221022,,
