data-rescaled\youtube-real-144p\00000_144p.mp4,2.531303167,,1.335466566
data-rescaled\youtube-real-144p\00001_144p.mp4,1.376252413,,
data-rescaled\youtube-real-144p\00002_144p.mp4,1.388263226,,
data-rescaled\youtube-real-144p\00003_144p.mp4,0.93184948,,
data-rescaled\youtube-real-144p\00004_144p.mp4,1.108006716,,
data-rescaled\youtube-real-144p\00005_144p.mp4,1.534396648,,
data-rescaled\youtube-real-144p\00006_144p.mp4,1.537398815,,
data-rescaled\youtube-real-144p\00007_144p.mp4,1.370247364,,
data-rescaled\youtube-real-144p\00008_144p.mp4,1.35022831,,
data-rescaled\youtube-real-144p\00009_144p.mp4,1.951776028,,
data-rescaled\youtube-real-144p\00010_144p.mp4,0.848772287,,
data-rescaled\youtube-real-144p\00011_144p.mp4,1.403277159,,
data-rescaled\youtube-real-144p\00012_144p.mp4,1.28016448,,
data-rescaled\youtube-real-144p\00013_144p.mp4,1.318199158,,
data-rescaled\youtube-real-144p\00014_144p.mp4,0.987901688,,
data-rescaled\youtube-real-144p\00015_144p.mp4,1.141036034,,
data-rescaled\youtube-real-144p\00016_144p.mp4,0.990901709,,
data-rescaled\youtube-real-144p\00017_144p.mp4,0.670610189,,
data-rescaled\youtube-real-144p\00018_144p.mp4,1.081984758,,
data-rescaled\youtube-real-144p\00019_144p.mp4,1.571429491,,
data-rescaled\youtube-real-144p\00020_144p.mp4,0.799727917,,
data-rescaled\youtube-real-144p\00021_144p.mp4,1.365242243,,
data-rescaled\youtube-real-144p\00022_144p.mp4,2.081895351,,
data-rescaled\youtube-real-144p\00023_144p.mp4,1.233121634,,
data-rescaled\youtube-real-144p\00024_144p.mp4,1.431302309,,
data-rescaled\youtube-real-144p\00025_144p.mp4,1.108008146,,
data-rescaled\youtube-real-144p\00026_144p.mp4,1.253140211,,
data-rescaled\youtube-real-144p\00027_144p.mp4,1.681529999,,
data-rescaled\youtube-real-144p\00028_144p.mp4,0.922840357,,
data-rescaled\youtube-real-144p\00029_144p.mp4,1.015924215,,
data-rescaled\youtube-real-144p\00030_144p.mp4,0.747680426,,
data-rescaled\youtube-real-144p\00031_144p.mp4,1.752594948,,
data-rescaled\youtube-real-144p\00032_144p.mp4,1.483349562,,
data-rescaled\youtube-real-144p\00033_144p.mp4,0.864787102,,
data-rescaled\youtube-real-144p\00034_144p.mp4,1.39226675,,
data-rescaled\youtube-real-144p\00035_144p.mp4,1.940766096,,
data-rescaled\youtube-real-144p\00036_144p.mp4,1.811648607,,
data-rescaled\youtube-real-144p\00037_144p.mp4,1.831666231,,
data-rescaled\youtube-real-144p\00038_144p.mp4,1.336216211,,
data-rescaled\youtube-real-144p\00039_144p.mp4,1.533395529,,
data-rescaled\youtube-real-144p\00040_144p.mp4,1.478344679,,
data-rescaled\youtube-real-144p\00041_144p.mp4,1.169064045,,
data-rescaled\youtube-real-144p\00042_144p.mp4,1.142039537,,
data-rescaled\youtube-real-144p\00043_144p.mp4,1.219108582,,
data-rescaled\youtube-real-144p\00044_144p.mp4,1.102003574,,
data-rescaled\youtube-real-144p\00045_144p.mp4,1.245132685,,
data-rescaled\youtube-real-144p\00046_144p.mp4,1.996905327,,
data-rescaled\youtube-real-144p\00047_144p.mp4,1.462336779,,
data-rescaled\youtube-real-144p\00048_144p.mp4,1.322433233,,
data-rescaled\youtube-real-144p\00049_144p.mp4,1.946299076,,
data-rescaled\youtube-real-144p\00050_144p.mp4,1.613476276,,
data-rescaled\youtube-real-144p\00051_144p.mp4,1.104587317,,
data-rescaled\youtube-real-144p\00052_144p.mp4,1.519890785,,
data-rescaled\youtube-real-144p\00053_144p.mp4,1.473084927,,
data-rescaled\youtube-real-144p\00054_144p.mp4,1.140037298,,
data-rescaled\youtube-real-144p\00055_144p.mp4,1.450319767,,
data-rescaled\youtube-real-144p\00056_144p.mp4,1.540402651,,
data-rescaled\youtube-real-144p\00057_144p.mp4,1.479562759,,
data-rescaled\youtube-real-144p\00058_144p.mp4,1.064407587,,
data-rescaled\youtube-real-144p\00059_144p.mp4,1.314243793,,
data-rescaled\youtube-real-144p\00060_144p.mp4,1.601460695,,
data-rescaled\youtube-real-144p\00061_144p.mp4,1.06296587,,
data-rescaled\youtube-real-144p\00062_144p.mp4,1.529389143,,
data-rescaled\youtube-real-144p\00063_144p.mp4,1.508373737,,
data-rescaled\youtube-real-144p\00064_144p.mp4,1.720672369,,
data-rescaled\youtube-real-144p\00065_144p.mp4,1.839040518,,
data-rescaled\youtube-real-144p\00066_144p.mp4,1.393267393,,
data-rescaled\youtube-real-144p\00067_144p.mp4,1.142039537,,
data-rescaled\youtube-real-144p\00068_144p.mp4,1.350234032,,
data-rescaled\youtube-real-144p\00069_144p.mp4,0.790714264,,
data-rescaled\youtube-real-144p\00070_144p.mp4,0.651593447,,
data-rescaled\youtube-real-144p\00071_144p.mp4,1.848872185,,
data-rescaled\youtube-real-144p\00072_144p.mp4,2.188566208,,
data-rescaled\youtube-real-144p\00073_144p.mp4,1.23011899,,
data-rescaled\youtube-real-144p\00074_144p.mp4,1.339218616,,
data-rescaled\youtube-real-144p\00075_144p.mp4,1.719564915,,
data-rescaled\youtube-real-144p\00076_144p.mp4,1.57343173,,
data-rescaled\youtube-real-144p\00077_144p.mp4,1.160592079,,
data-rescaled\youtube-real-144p\00078_144p.mp4,1.508570671,,
data-rescaled\youtube-real-144p\00079_144p.mp4,1.489369154,,
data-rescaled\youtube-real-144p\00080_144p.mp4,1.586449385,,
data-rescaled\youtube-real-144p\00081_144p.mp4,1.678518295,,
data-rescaled\youtube-real-144p\00082_144p.mp4,1.354232788,,
data-rescaled\youtube-real-144p\00083_144p.mp4,1.126024485,,
data-rescaled\youtube-real-144p\00084_144p.mp4,1.20035696,,
data-rescaled\youtube-real-144p\00085_144p.mp4,2.155752182,,
data-rescaled\youtube-real-144p\00086_144p.mp4,2.117926836,,
data-rescaled\youtube-real-144p\00087_144p.mp4,1.945771217,,
data-rescaled\youtube-real-144p\00088_144p.mp4,0.947862148,,
data-rescaled\youtube-real-144p\00089_144p.mp4,1.503366947,,
data-rescaled\youtube-real-144p\00090_144p.mp4,1.643059969,,
data-rescaled\youtube-real-144p\00091_144p.mp4,1.317321301,,
data-rescaled\youtube-real-144p\00092_144p.mp4,1.145887375,,
data-rescaled\youtube-real-144p\00093_144p.mp4,0.797726154,,
data-rescaled\youtube-real-144p\00094_144p.mp4,1.518381834,,
data-rescaled\youtube-real-144p\00095_144p.mp4,1.386260986,,
data-rescaled\youtube-real-144p\00096_144p.mp4,1.174068213,,
data-rescaled\youtube-real-144p\00097_144p.mp4,1.498363495,,
data-rescaled\youtube-real-144p\00098_144p.mp4,1.598526716,,
data-rescaled\youtube-real-144p\00099_144p.mp4,1.530483484,,
data-rescaled\youtube-real-144p\00100_144p.mp4,1.54240346,,
data-rescaled\youtube-real-144p\00101_144p.mp4,1.452332497,,
data-rescaled\youtube-real-144p\00102_144p.mp4,1.139025688,,
data-rescaled\youtube-real-144p\00103_144p.mp4,1.525388002,,
data-rescaled\youtube-real-144p\00104_144p.mp4,1.976727247,,
data-rescaled\youtube-real-144p\00105_144p.mp4,1.151680231,,
data-rescaled\youtube-real-144p\00106_144p.mp4,0.832448959,,
data-rescaled\youtube-real-144p\00107_144p.mp4,0.983895302,,
data-rescaled\youtube-real-144p\00108_144p.mp4,1.337217569,,
