data-rescaled\youtube-real-144p\00000_144p.mp4,2.233863354,,1.888097364
data-rescaled\youtube-real-144p\00001_144p.mp4,1.595451355,,
data-rescaled\youtube-real-144p\00002_144p.mp4,1.940766096,,
data-rescaled\youtube-real-144p\00003_144p.mp4,1.266152382,,
data-rescaled\youtube-real-144p\00004_144p.mp4,1.738461971,,
data-rescaled\youtube-real-144p\00005_144p.mp4,2.571692944,,
data-rescaled\youtube-real-144p\00006_144p.mp4,2.693451166,,
data-rescaled\youtube-real-144p\00007_144p.mp4,1.82027173,,
data-rescaled\youtube-real-144p\00008_144p.mp4,1.825561285,,
data-rescaled\youtube-real-144p\00009_144p.mp4,2.205750465,,
data-rescaled\youtube-real-144p\00010_144p.mp4,1.644496441,,
data-rescaled\youtube-real-144p\00011_144p.mp4,1.781065941,,
data-rescaled\youtube-real-144p\00012_144p.mp4,1.693359375,,
data-rescaled\youtube-real-144p\00013_144p.mp4,1.855373859,,
data-rescaled\youtube-real-144p\00014_144p.mp4,2.146953583,,
data-rescaled\youtube-real-144p\00015_144p.mp4,1.684533358,,
data-rescaled\youtube-real-144p\00016_144p.mp4,1.209031582,,
data-rescaled\youtube-real-144p\00017_144p.mp4,1.091672659,,
data-rescaled\youtube-real-144p\00018_144p.mp4,1.809622765,,
data-rescaled\youtube-real-144p\00019_144p.mp4,1.885715723,,
data-rescaled\youtube-real-144p\00020_144p.mp4,1.936080217,,
data-rescaled\youtube-real-144p\00021_144p.mp4,1.786527872,,
data-rescaled\youtube-real-144p\00022_144p.mp4,2.647409439,,
data-rescaled\youtube-real-144p\00023_144p.mp4,2.555844784,,
data-rescaled\youtube-real-144p\00024_144p.mp4,2.084265471,,
data-rescaled\youtube-real-144p\00025_144p.mp4,1.825731516,,
data-rescaled\youtube-real-144p\00026_144p.mp4,2.801545382,,
data-rescaled\youtube-real-144p\00027_144p.mp4,2.476485252,,
data-rescaled\youtube-real-144p\00028_144p.mp4,1.810186148,,
data-rescaled\youtube-real-144p\00029_144p.mp4,1.799638271,,
data-rescaled\youtube-real-144p\00030_144p.mp4,1.824660301,,
data-rescaled\youtube-real-144p\00031_144p.mp4,2.842305183,,
data-rescaled\youtube-real-144p\00032_144p.mp4,1.746589184,,
data-rescaled\youtube-real-144p\00033_144p.mp4,1.793632507,,
data-rescaled\youtube-real-144p\00034_144p.mp4,1.913482189,,
data-rescaled\youtube-real-144p\00035_144p.mp4,2.594085693,,
data-rescaled\youtube-real-144p\00036_144p.mp4,2.076889992,,
data-rescaled\youtube-real-144p\00037_144p.mp4,2.514163494,,
data-rescaled\youtube-real-144p\00038_144p.mp4,1.74409771,,
data-rescaled\youtube-real-144p\00039_144p.mp4,1.702548504,,
data-rescaled\youtube-real-144p\00040_144p.mp4,1.39029479,,
data-rescaled\youtube-real-144p\00041_144p.mp4,1.683503151,,
data-rescaled\youtube-real-144p\00042_144p.mp4,1.731723547,,
data-rescaled\youtube-real-144p\00043_144p.mp4,2.112994432,,
data-rescaled\youtube-real-144p\00044_144p.mp4,1.928261042,,
data-rescaled\youtube-real-144p\00045_144p.mp4,2.04486084,,
data-rescaled\youtube-real-144p\00046_144p.mp4,1.821657181,,
data-rescaled\youtube-real-144p\00047_144p.mp4,1.878258467,,
data-rescaled\youtube-real-144p\00048_144p.mp4,1.832010746,,
data-rescaled\youtube-real-144p\00049_144p.mp4,1.805635691,,
data-rescaled\youtube-real-144p\00050_144p.mp4,1.807645321,,
data-rescaled\youtube-real-144p\00051_144p.mp4,1.395771265,,
data-rescaled\youtube-real-144p\00052_144p.mp4,1.76930213,,
data-rescaled\youtube-real-144p\00053_144p.mp4,2.60509181,,
data-rescaled\youtube-real-144p\00054_144p.mp4,1.644113779,,
data-rescaled\youtube-real-144p\00055_144p.mp4,2.178785801,,
data-rescaled\youtube-real-144p\00056_144p.mp4,3.06879282,,
data-rescaled\youtube-real-144p\00057_144p.mp4,2.662981749,,
data-rescaled\youtube-real-144p\00058_144p.mp4,1.927754402,,
data-rescaled\youtube-real-144p\00059_144p.mp4,1.903733492,,
data-rescaled\youtube-real-144p\00060_144p.mp4,1.803800583,,
data-rescaled\youtube-real-144p\00061_144p.mp4,1.600828886,,
data-rescaled\youtube-real-144p\00062_144p.mp4,1.821658134,,
data-rescaled\youtube-real-144p\00063_144p.mp4,1.867699385,,
data-rescaled\youtube-real-144p\00064_144p.mp4,2.360796928,,
data-rescaled\youtube-real-144p\00065_144p.mp4,2.690309525,,
data-rescaled\youtube-real-144p\00066_144p.mp4,1.833668709,,
data-rescaled\youtube-real-144p\00067_144p.mp4,1.809007883,,
data-rescaled\youtube-real-144p\00068_144p.mp4,1.852665186,,
data-rescaled\youtube-real-144p\00069_144p.mp4,1.641493797,,
data-rescaled\youtube-real-144p\00070_144p.mp4,1.376252174,,
data-rescaled\youtube-real-144p\00071_144p.mp4,1.929290533,,
