data-rescaled\celeb-synthesis-720p\id12_id10_0002_720p.mp4,7.959857225,,Average Time:,10.57430845
data-rescaled\celeb-synthesis-720p\id12_id10_0004_720p.mp4,7.995374441,,,
data-rescaled\celeb-synthesis-720p\id12_id7_0002_720p.mp4,6.848946333,,,
data-rescaled\celeb-synthesis-720p\id12_id7_0004_720p.mp4,8.044278383,,,
data-rescaled\celeb-synthesis-720p\id17_id0_0005_720p.mp4,9.632200003,,,
data-rescaled\celeb-synthesis-720p\id17_id0_0006_720p.mp4,4.357679367,,,
data-rescaled\celeb-synthesis-720p\id17_id0_0007_720p.mp4,7.127637386,,,
data-rescaled\celeb-synthesis-720p\id17_id0_0009_720p.mp4,8.843985796,,,
data-rescaled\celeb-synthesis-720p\id17_id16_0005_720p.mp4,9.767711878,,,
data-rescaled\celeb-synthesis-720p\id17_id16_0006_720p.mp4,4.300495148,,,
data-rescaled\celeb-synthesis-720p\id17_id16_0007_720p.mp4,7.095211506,,,
data-rescaled\celeb-synthesis-720p\id17_id16_0009_720p.mp4,8.861978769,,,
data-rescaled\celeb-synthesis-720p\id17_id1_0005_720p.mp4,9.673110962,,,
data-rescaled\celeb-synthesis-720p\id17_id1_0006_720p.mp4,4.379484892,,,
data-rescaled\celeb-synthesis-720p\id17_id1_0007_720p.mp4,7.121175289,,,
data-rescaled\celeb-synthesis-720p\id19_id20_0009_720p.mp4,5.734761238,,,
data-rescaled\celeb-synthesis-720p\id19_id21_0009_720p.mp4,5.570329428,,,
data-rescaled\celeb-synthesis-720p\id19_id22_0009_720p.mp4,5.597238541,,,
data-rescaled\celeb-synthesis-720p\id19_id23_0009_720p.mp4,5.662159443,,,
data-rescaled\celeb-synthesis-720p\id19_id24_0009_720p.mp4,5.630667925,,,
data-rescaled\celeb-synthesis-720p\id19_id25_0009_720p.mp4,5.738648891,,,
data-rescaled\celeb-synthesis-720p\id19_id26_0009_720p.mp4,5.684375763,,,
data-rescaled\celeb-synthesis-720p\id19_id27_0009_720p.mp4,5.634968519,,,
data-rescaled\celeb-synthesis-720p\id19_id28_0009_720p.mp4,5.695981979,,,
data-rescaled\celeb-synthesis-720p\id20_id0_0000_720p.mp4,5.795441866,,,
data-rescaled\celeb-synthesis-720p\id20_id0_0001_720p.mp4,8.376128912,,,
data-rescaled\celeb-synthesis-720p\id20_id16_0000_720p.mp4,5.752051115,,,
data-rescaled\celeb-synthesis-720p\id20_id16_0001_720p.mp4,8.376609802,,,
data-rescaled\celeb-synthesis-720p\id20_id17_0000_720p.mp4,5.763528585,,,
data-rescaled\celeb-synthesis-720p\id20_id17_0001_720p.mp4,8.384583712,,,
data-rescaled\celeb-synthesis-720p\id21_id0_0000_720p.mp4,4.787905216,,,
data-rescaled\celeb-synthesis-720p\id21_id0_0002_720p.mp4,5.74223423,,,
data-rescaled\celeb-synthesis-720p\id21_id0_0004_720p.mp4,3.343066931,,,
data-rescaled\celeb-synthesis-720p\id21_id0_0005_720p.mp4,3.141408443,,,
data-rescaled\celeb-synthesis-720p\id21_id0_0006_720p.mp4,6.7428267,,,
data-rescaled\celeb-synthesis-720p\id21_id0_0007_720p.mp4,8.07035923,,,
data-rescaled\celeb-synthesis-720p\id21_id16_0000_720p.mp4,4.801876545,,,
data-rescaled\celeb-synthesis-720p\id21_id16_0001_720p.mp4,5.662320614,,,
data-rescaled\celeb-synthesis-720p\id21_id16_0002_720p.mp4,5.85030055,,,
data-rescaled\celeb-synthesis-720p\id21_id16_0004_720p.mp4,3.32602644,,,
data-rescaled\celeb-synthesis-720p\id21_id16_0005_720p.mp4,3.146109581,,,
data-rescaled\celeb-synthesis-720p\id21_id16_0006_720p.mp4,6.805409431,,,
data-rescaled\celeb-synthesis-720p\id21_id16_0007_720p.mp4,8.051566124,,,
data-rescaled\celeb-synthesis-720p\id21_id17_0000_720p.mp4,4.841124058,,,
data-rescaled\celeb-synthesis-720p\id21_id17_0001_720p.mp4,5.669688702,,,
data-rescaled\celeb-synthesis-720p\id22_id19_0001_720p.mp4,5.893083334,,,
data-rescaled\celeb-synthesis-720p\id22_id19_0002_720p.mp4,7.144281149,,,
