data-rescaled\youtube-real-720p\00000_720p.mp4,17.11004782,,Average Time:,12.10938799
data-rescaled\youtube-real-720p\00001_720p.mp4,11.22819495,,,
data-rescaled\youtube-real-720p\00002_720p.mp4,10.87687755,,,
data-rescaled\youtube-real-720p\00003_720p.mp4,7.18252182,,,
data-rescaled\youtube-real-720p\00004_720p.mp4,8.084342003,,,
data-rescaled\youtube-real-720p\00005_720p.mp4,8.128380299,,,
data-rescaled\youtube-real-720p\00006_720p.mp4,9.309453011,,,
data-rescaled\youtube-real-720p\00007_720p.mp4,16.19770861,,,
data-rescaled\youtube-real-720p\00008_720p.mp4,19.30553079,,,
data-rescaled\youtube-real-720p\00009_720p.mp4,20.75484657,,,
data-rescaled\youtube-real-720p\00010_720p.mp4,8.275272846,,,
data-rescaled\youtube-real-720p\00011_720p.mp4,12.67122698,,,
data-rescaled\youtube-real-720p\00012_720p.mp4,13.57776284,,,
data-rescaled\youtube-real-720p\00013_720p.mp4,11.57099962,,,
data-rescaled\youtube-real-720p\00014_720p.mp4,10.33599901,,,
data-rescaled\youtube-real-720p\00015_720p.mp4,13.36010265,,,
data-rescaled\youtube-real-720p\00016_720p.mp4,8.392383099,,,
data-rescaled\youtube-real-720p\00017_720p.mp4,8.86027813,,,
data-rescaled\youtube-real-720p\00018_720p.mp4,11.72187948,,,
data-rescaled\youtube-real-720p\00019_720p.mp4,16.16870832,,,
data-rescaled\youtube-real-720p\00020_720p.mp4,8.045538425,,,
data-rescaled\youtube-real-720p\00021_720p.mp4,15.06183839,,,
data-rescaled\youtube-real-720p\00022_720p.mp4,15.41376042,,,
data-rescaled\youtube-real-720p\00023_720p.mp4,10.10001516,,,
data-rescaled\youtube-real-720p\00024_720p.mp4,11.76868558,,,
data-rescaled\youtube-real-720p\00025_720p.mp4,13.70444393,,,
data-rescaled\youtube-real-720p\00026_720p.mp4,11.47842407,,,
data-rescaled\youtube-real-720p\00027_720p.mp4,16.45594263,,,
data-rescaled\youtube-real-720p\00028_720p.mp4,8.182429552,,,
data-rescaled\youtube-real-720p\00029_720p.mp4,7.695988178,,,
data-rescaled\youtube-real-720p\00030_720p.mp4,10.19826031,,,
data-rescaled\youtube-real-720p\00031_720p.mp4,11.18115282,,,
data-rescaled\youtube-real-720p\00032_720p.mp4,8.495714664,,,
data-rescaled\youtube-real-720p\00033_720p.mp4,11.09407425,,,
data-rescaled\youtube-real-720p\00034_720p.mp4,16.85630703,,,
